node_id,level_1_code,level_1_name,level_2_code,level_2_name,level_3_code,level_3_name,remark,source_pdf_page,source_anomaly
db44t2479-2024:1002:100201,10,市场监管,1002,市场管理,100201,物价管理,物价管理的监督投诉等诉求,22,
db44t2479-2024:1002:100202,10,市场监管,1002,市场管理,100202,证照监管,业务办理的咨询、投诉；无营业执照、无经营许可或资质、无从业人员资格证、未经商业特许经营备案从事经营活动、擅自变更经营范围、擅自变更经营场所、假冒身份注册、假冒地址注册、冒用资格证问题投诉等诉求,22,
db44t2479-2024:1002:100203,10,市场监管,1002,市场管理,100203,商业广告,广告内容违法、广告发布行为监管等诉求,22,
db44t2479-2024:1002:100204,10,市场监管,1002,市场管理,100204,不正当竞争,不正当竞争行为相关诉求,22,
db44t2479-2024:1002:100205,10,市场监管,1002,市场管理,100205,售后服务,售后服务相关诉求,22,
db44t2479-2024:1002:100206,10,市场监管,1002,市场管理,100206,合同管理,格式条款、合同欺诈等诉求,22,
db44t2479-2024:1002:100207,10,市场监管,1002,市场管理,100207,通信管理,手机、电话、宽带等通信服务质量问题等诉求,22,
db44t2479-2024:1002:100299,10,市场监管,1002,市场管理,100299,其他市场管理,未列入上述内容的其他市场管理相关诉求,22,
db44t2479-2024:1003:100301,10,市场监管,1003,知识产权,100301,专利,专利申请查询、违法行为投诉等诉求,22,
db44t2479-2024:1003:100302,10,市场监管,1003,知识产权,100302,商标,商标注册、使用、转让等咨询及商标违法行为投诉等诉求,22,
db44t2479-2024:1003:100303,10,市场监管,1003,知识产权,100303,版权,版权申请、查询、保护等诉求,22,
db44t2479-2024:1003:100304,10,市场监管,1003,知识产权,100304,中介服务,中介服务内容、事务办理的等诉求,22,
db44t2479-2024:1003:100305,10,市场监管,1003,知识产权,100305,地理标志,地理标志产品保护申请、地理标志专用标志使用申请等诉求,22,
db44t2479-2024:1003:100306,10,市场监管,1003,知识产权,100306,官方标志和特殊标志,信息咨询、违法行为投诉等诉求,22,
db44t2479-2024:1003:100399,10,市场监管,1003,知识产权,100399,其他知识产权,未列入上述内容的其他知识产权相关诉求,22,
db44t2479-2024:1004:100401,10,市场监管,1004,质量计量检验检测认证监管,100401,质量监督,生产或销售无证产品、不符合产品标准问题投诉等诉求,22,
db44t2479-2024:1004:100402,10,市场监管,1004,质量计量检验检测认证监管,100402,计量器具,计量器具相关诉求,23,
db44t2479-2024:1004:100403,10,市场监管,1004,质量计量检验检测认证监管,100403,检验检测,检验检测行业和机构监督管理、检验检测服务咨询等诉求,23,
db44t2479-2024:1004:100404,10,市场监管,1004,质量计量检验检测认证监管,100404,认证,认证办理、信息咨询等诉求,23,
db44t2479-2024:1004:100499,10,市场监管,1004,质量计量检验检测认证监管,100499,其他质量计量检验检测认证监管,未列入上述内容的其他质量计量检验检测认证监管相关诉求,23,
db44t2479-2024:1005:100501,10,市场监管,1005,检验检疫,100501,商品检疫,商品检疫相关诉求,23,
db44t2479-2024:1005:100502,10,市场监管,1005,检验检疫,100502,动植物检疫,动植物检疫相关诉求,23,
db44t2479-2024:1005:100503,10,市场监管,1005,检验检疫,100503,出入境卫生检疫,出入境卫生检疫相关诉求,23,
db44t2479-2024:1005:100504,10,市场监管,1005,检验检疫,100504,医疗物品进口检疫,医疗物品及其它物资进口检疫问题咨询、情况反映等诉求,23,
db44t2479-2024:1005:100599,10,市场监管,1005,检验检疫,100599,其他检验检疫,未列入上述内容的其他检验检疫相关诉求,23,
db44t2479-2024:1101:110101,11,经济财贸,1101,外事管理,110101,出国业务办理,业务办理咨询、投诉等诉求,23,
db44t2479-2024:1101:110102,11,经济财贸,1101,外事管理,110102,外国人来华邀请,工作许可证、签证、邀请函等事务办理咨询等诉求,23,
db44t2479-2024:1101:110103,11,经济财贸,1101,外事管理,110103,领事业务,领事认证及相关信息咨询等诉求,23,
db44t2479-2024:1101:110104,11,经济财贸,1101,外事管理,110104,APEC商务旅行卡业务,业务办理咨询等诉求,23,
db44t2479-2024:1101:110105,11,经济财贸,1101,外事管理,110105,外事活动,外事活动相关信息、事项办理咨询等诉求,23,
db44t2479-2024:1101:110199,11,经济财贸,1101,外事管理,110199,其他外事管理,未列入上述内容的其他外事管理相关诉求,23,
db44t2479-2024:1102:110201,11,经济财贸,1102,税务管理,110201,税务登记,税务登记流程、证件办理等诉求,23,
db44t2479-2024:1102:110202,11,经济财贸,1102,税务管理,110202,纳税申报,对纳税申报、延期等方面的诉求,23,
db44t2479-2024:1102:110203,11,经济财贸,1102,税务管理,110203,发票管理,对不开、补开、遗失发票等方面的诉求,23,
db44t2479-2024:1102:110204,11,经济财贸,1102,税务管理,110204,税收违法,对偷税、漏税等税收违法行为等方面的诉求,23,
db44t2479-2024:1102:110299,11,经济财贸,1102,税务管理,110299,其他税收管理,未列入上述内容的其他税收管理相关诉求,23,
db44t2479-2024:1103:110301,11,经济财贸,1103,商务管理,110301,贸易服务,对经营备案和登记、外商投资、境外投资、商业特许经营备案、对外劳务合作、对外承包工程、典当业等方面的诉求,23,
db44t2479-2024:1103:110302,11,经济财贸,1103,商务管理,110302,货物运输,公司许可办理、人员资质考试咨询等诉求,23,
db44t2479-2024:1103:110399,11,经济财贸,1103,商务管理,110399,其他商务贸易,未列入上述内容的其他商务贸易相关诉求,23,
db44t2479-2024:1104:110401,11,经济财贸,1104,金融管理,110401,金融监管,地方金融监管业务相关诉求,23,
db44t2479-2024:1104:110402,11,经济财贸,1104,金融管理,110402,银行业务,银行业务相关诉求,23,
db44t2479-2024:1104:110403,11,经济财贸,1104,金融管理,110403,保险业务,保险业务相关诉求,23,
db44t2479-2024:1104:110404,11,经济财贸,1104,金融管理,110404,证券业务,证券业务相关诉求,23,
db44t2479-2024:1104:110499,11,经济财贸,1104,金融管理,110499,其他金融管理,未列入上述内容的其他金融管理相关诉求,23,
db44t2479-2024:1105:110501,11,经济财贸,1105,财政事务,110501,会计服务事项,会计证、继续教育等诉求,23,
db44t2479-2024:1105:110502,11,经济财贸,1105,财政事务,110502,票据管理事项,财政票据的领购、发放、使用与保管等事宜的相关诉求,23,
db44t2479-2024:1105:110503,11,经济财贸,1105,财政事务,110503,资产评估服务,对单项资产、资产组合、企业价值、金融权益、资产损失或者其他经济权益进行评定、估算服务等事宜的相关诉求,24,
db44t2479-2024:1105:110599,11,经济财贸,1105,财政事务,110599,其他财政事务,未列入上述内容的其他财政服务相关诉求,24,
db44t2479-2024:1106:110601,11,经济财贸,1106,审计事务,110601,财政金融审计,业务办理咨询等诉求,24,
db44t2479-2024:1106:110602,11,经济财贸,1106,审计事务,110602,民生审计,业务办理咨询等诉求,24,
db44t2479-2024:1106:110699,11,经济财贸,1106,审计事务,110699,其他审计事项,未列入上述内容的其他审计相关诉求,24,
db44t2479-2024:1107:110701,11,经济财贸,1107,海关业务,110701,报关,报关业务、流程、政策等咨询及办理业务有关的投诉举报等诉求,24,
db44t2479-2024:1107:110702,11,经济财贸,1107,海关业务,110702,检验检疫,检疫证书签发咨询、办理及办理业务有关的投诉举报等诉求,24,
db44t2479-2024:1107:110703,11,经济财贸,1107,海关业务,110703,进出口备案,进出口备案、审核、证件核发等诉求,24,
db44t2479-2024:1107:110704,11,经济财贸,1107,海关业务,110704,防疫物资快速通关,防疫物资、农产品、食品、生产设备和原材料等物资进口通关问题咨询等诉求,24,
db44t2479-2024:1107:110799,11,经济财贸,1107,海关业务,110799,其他海关业务,未列入上述内容的其他海关相关诉求,24,
db44t2479-2024:1108:110801,11,经济财贸,1108,经济管理,110801,企业改革,对国家有关企业改革政策的相关诉求,24,
db44t2479-2024:1108:110802,11,经济财贸,1108,经济管理,110802,收入分配,对收入分配政策的相关诉求,24,
db44t2479-2024:1108:110803,11,经济财贸,1108,经济管理,110803,国有资产管理,国有资产管理相关诉求,24,
db44t2479-2024:1108:110804,11,经济财贸,1108,经济管理,110804,财政收支管理,财政收支管理相关诉求,24,
db44t2479-2024:1108:110805,11,经济财贸,1108,经济管理,110805,政府采购,政府采购相关诉求,24,
db44t2479-2024:1108:110806,11,经济财贸,1108,经济管理,110806,政府拍卖,政府拍卖相关诉求,24,
db44t2479-2024:1108:110807,11,经济财贸,1108,经济管理,110807,货物招标,货物招标相关诉求,24,
db44t2479-2024:1108:110808,11,经济财贸,1108,经济管理,110808,招商引资,招商引资相关诉求,24,
db44t2479-2024:1108:110809,11,经济财贸,1108,经济管理,110809,公共资源交易,公共资源交易政策的相关诉求,24,
db44t2479-2024:1108:110810,11,经济财贸,1108,经济管理,110810,消费补贴,政府部门组织的消费补贴、发放消费券购物券等消费促进活动等诉求，包括但不限于餐饮、家电、旅游,24,
db44t2479-2024:1108:110811,11,经济财贸,1108,经济管理,110811,经济统计,经济统计相关诉求,24,
db44t2479-2024:1108:110812,11,经济财贸,1108,经济管理,110812,中小企业证明,中小企业证明相关诉求,24,
db44t2479-2024:1108:110813,11,经济财贸,1108,经济管理,110813,产业奖励补贴,互联网、生物医药、新能源、装备制造等特定产业项目的奖励、补贴、扶持政策和管理等诉求,24,
db44t2479-2024:1108:110899,11,经济财贸,1108,经济管理,110899,其他经济管理,未列入上述内容的其他经济管理相关诉求,24,
db44t2479-2024:1201:120101,12,司法行政,1201,法律服务,120101,法律咨询,法律问题咨询等诉求,24,
db44t2479-2024:1201:120102,12,司法行政,1201,法律服务,120102,公证管理,公证员执业审查初审，公证处信息，公证管理等诉求,24,
db44t2479-2024:1201:120103,12,司法行政,1201,法律服务,120103,人民调解,人民调解问题相关诉求,24,
db44t2479-2024:1201:120104,12,司法行政,1201,法律服务,120104,法律援助,针对经济困难或特殊案件的人无偿提供法律咨询的服务事项等诉求,24,
db44t2479-2024:1201:120105,12,司法行政,1201,法律服务,120105,司法鉴定,司法鉴定人执业登记，司法鉴定机构审批，司法鉴定申请，鉴定违法违规情形等诉求,25,
db44t2479-2024:1201:120199,12,司法行政,1201,法律服务,120199,其他法律服务,未列入上述内容的其他法律服务相关诉求,25,
db44t2479-2024:1202:120200,12,司法行政,1202,律师及事务所管理,120200,,执业审批核准、律师及事务所管理等诉求,25,
db44t2479-2024:1203:120300,12,司法行政,1203,监狱管理,120300,,监狱管理相关诉求,25,
db44t2479-2024:1204:120400,12,司法行政,1204,法律职业资格考试,120400,,初审、考试咨询，行为监管投诉等诉求,25,
db44t2479-2024:1299:129901,12,司法行政,1299,其他司法行政,129901,社区矫正,社区矫正政策咨询、机构查询等诉求,25,
db44t2479-2024:1299:129902,12,司法行政,1299,其他司法行政,129902,强制隔离戒毒,强制隔离戒毒程序、康复报到等诉求,25,
db44t2479-2024:1299:129903,12,司法行政,1299,其他司法行政,129903,安置帮教,安置帮教相关诉求,25,
db44t2479-2024:1301:130101,13,政风行风党风,1301,行政效能,130101,工作效率,行政服务、政务服务、执法等情况反映、效能投诉等诉求,25,
db44t2479-2024:1301:130102,13,政风行风党风,1301,行政效能,130102,服务质量,行政工作质量反映、监督投诉等诉求,25,
db44t2479-2024:1301:130103,13,政风行风党风,1301,行政效能,130103,工作作风,工作作风反映、监督投诉等诉求,25,
db44t2479-2024:1301:130199,13,政风行风党风,1301,行政效能,130199,其他行政效能,未列入上述内容的其他行政效能相关诉求,25,
db44t2479-2024:1302:130200,13,政风行风党风,1302,违法违纪,130200,,贪污受贿、公款旅游、违规配备使用公务车等违法违纪问题,25,
db44t2479-2024:1303:130301,13,政风行风党风,1303,行政执法,130301,越权执法,对超越职权、无权执法的行为投诉等诉求,25,
db44t2479-2024:1303:130302,13,政风行风党风,1303,行政执法,130302,执法不作为,对执法人员在执法过程中未按应尽职责实施执法行为的投诉等诉求,25,
db44t2479-2024:1303:130303,13,政风行风党风,1303,行政执法,130303,选择性执法,对区别对待有违执法公正的、时间/空间/客体上有选择性实施执法行为的投诉等诉求,25,
db44t2479-2024:1303:130304,13,政风行风党风,1303,行政执法,130304,不文明、暴力执法,对执法人员在执法过程中使用不文明/不适当用语、使用暴力、致人受伤/死亡等情况的投诉、举报等诉求,25,
db44t2479-2024:1303:130399,13,政风行风党风,1303,行政执法,130399,其他行政执法,未列入上述内容的其他行政执法相关诉求,25,
db44t2479-2024:9901:990100,99,其他,9901,涉军涉警,990100,,涉军涉警事项相关诉求,25,
db44t2479-2024:9902:990200,99,其他,9902,涉法涉诉,990200,,涉法涉诉事项相关诉求,25,
db44t2479-2024:9903:990300,99,其他,9903,人大政协,990300,,人大政协工作相关诉求,25,
db44t2479-2024:9904:990400,99,其他,9904,党建工作,990400,,入党程序等党务相关诉求,25,
db44t2479-2024:9905:990500,99,其他,9905,党派团体,990500,,党派、社会团体、基金会、民办非企业单位等相关诉求,25,
db44t2479-2024:9906:990600,99,其他,9906,机关事务,990600,,机关自身行政管理方面事务等诉求,25,
db44t2479-2024:9907:990701,99,其他,9907,无效诉求,990701,不明诉求,无声电话、信息不完整等诉求,25,
db44t2479-2024:9907:990702,99,其他,9907,无效诉求,990702,涉及国家秘密、商业秘密、个人隐私事项,涉及国家秘密、商业秘密、个人隐私等方面的诉求,25,
db44t2479-2024:9907:990703,99,其他,9907,无效诉求,990703,违反法律法规、违背公序良俗,诉求本身违反法律法规、违背公序良俗，反映诉求的方式方法和过程中存在上述问题，如攻击党和国家领导人、辱骂工作人员等,26,
db44t2479-2024:9907:990799,99,其他,9907,无效诉求,990799,其他无效诉求,未列入上述内容的其他无效诉求,26,
db44t2479-2024:9908:990801,99,其他,9908,热线管理,990801,评价热线,对热线话务员、热线工作的诉求,26,
db44t2479-2024:9908:990802,99,其他,9908,热线管理,990802,进度查询,热线受理诉求事项办理进度查询等诉求,26,
db44t2479-2024:9908:990803,99,其他,9908,热线管理,990803,热线信息咨询,领导接电日、承办单位、服务流程规范等有关热线工作信息的诉求,26,
db44t2479-2024:9908:990804,99,其他,9908,热线管理,990804,热线外呼,热线主动外呼,26,
db44t2479-2024:9908:990805,99,其他,9908,热线管理,990805,转接,转接其他坐席、其他专线等,26,
db44t2479-2024:9908:990899,99,其他,9908,热线管理,990899,其他热线管理,未列入上述内容的其他热线管理相关诉求,26,
db44t2479-2024:9909:990900,99,其他,9909,110、119、120、122等紧急热线事项,990900,,应当通过110、119、120、122等紧急服务热线处理的事项（不包括紧急服务热线和12345联动事项）,26,
db44t2479-2024:9999:999900,99,其他,9999,其他,999900,,未列入上述内容的其他诉求,26,
